//										
17	139	1	2	1330	43	1	3	25	60	8
17	139	2	2	1480	43	1	3	25	60	8
18	108	0	0	646	111	111	0	0	0	0
18	108	1	0	646	111	111	0	0	0	0
18	108	2	0	646	111	111	0	0	0	0
18	108	3	0	646	111	111	0	0	0	0
19	159	0	0	1216	43	3	0	0	0	0
19	159	1	0	1351	43	3	0	0	0	0
19	159	2	0	1501	43	3	0	0	0	0
19	159	3	0	1651	43	3	0	0	0	0
20	160	0	0	412	0	0	0	0	0	0
20	160	1	0	412	0	0	0	0	0	0
20	160	2	0	412	0	0	0	0	0	0
20	160	3	0	412	0	0	0	0	0	0
21	159	0	0	2367	30	30	10	10	100	0
21	159	1	0	2367	30	30	10	10	100	0
21	159	2	0	2367	30	30	10	10	100	0
21	159	3	0	2367	30	30	10	10	100	0
22	169	0	0	1219	43	3	0	0	0	0
22	169	1	0	1354	43	3	0	0	0	0
22	169	2	0	1504	43	3	0	0	0	0
22	169	3	0	1654	43	3	0	0	0	0
23	179	0	0	1207	43	3	0	0	0	0
23	179	1	0	1342	43	3	0	0	0	0
23	179	2	0	1492	43	3	0	0	0	0
23	179	3	0	1642	43	3	0	0	0	0
24	189	0	0	1213	43	3	0	0	0	0
24	189	1	0	1348	43	3	0	0	0	0
24	189	2	0	1498	43	3	0	0	0	0
24	189	3	0	1648	43	3	0	0	0	0
25	199	0	0	1210	43	3	0	0	0	0
25	199	1	0	1345	43	3	0	0	0	0
25	199	2	0	1495	43	3	0	0	0	0
25	199	3	0	1645	43	3	0	0	0	0
26	200	0	0	412	0	0	0	0	0	0
26	200	1	0	412	0	0	0	0	0	0
26	200	2	0	412	0	0	0	0	0	0
26	200	3	0	412	0	0	0	0	0	0
27	259	0	1	3591	43	1	2	18	2	18 
27	259	0	2	3566	43	1	60	8	60	8 
27	259	1	1	3556	43	1	2	18	2	18 
27	259	1	2	3582	43	1	60	8	60	8 
27	259	2	1	3551	43	1	2	18	2	18 
27	259	2	2	3566	43	1	60	8	60	8
27	259	3	0	3556	43	1	2	18	2	18
28	355	0	0	4144	0	0	0	0	0	0
28	355	1	0	4144	0	0	0	0	0	0
28	355	2	0	4144	0	0	0	0	0	0
28	355	3	0	4144	0	0	0	0	0	0
29	365	0	0	3314	111	1	0	0	0	0
29	365	1	0	3314	111	1	0	0	0	0
29	365	2	0	3314	111	1	0	0	0	0
29	365	3	0	3314	111	1	0	0	0	0
30	375	0	0	4144	0	0	0	0	0	0
30	375	1	0	4144	0	0	0	0	0	0
30	375	2	0	4144	0	0	0	0	0	0
30	375	3	0	4144	0	0	0	0	0	0
31	385	0	0	3314	111	1	0	0	0	0
31	385	1	0	3314	111	1	0	0	0	0
31	385	2	0	3314	111	1	0	0	0	0
31	385	3	0	3314	111	1	0	0	0	0
32	399	0	0	4144	61	2	0	0	0	0
32	399	1	0	4144	61	2	0	0	0	0
32	399	2	0	4144	61	2	0	0	0	0
32	399	3	0	4144	61	2	0	0	0	0
